场景名称,标准问题,扩展问题,答案
辅助器具配置（更换）费用申领,[t_地市名称]辅助器具配置（更换）费用申领办理方式,[t_地市名称]辅助器具配置或者更换的费用的申请方式,"[answer]
execut:city=省级 THEN answer="" 省本级辅助器具配置（更换）费用申领办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。省本级地址：南京市鼓楼区龙园中路碧树园86号，咨询电话：025-83271752。""
execut:city=南京 THEN answer="" 南京市辅助器具配置（更换）费用申领办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。南京市地址：南京市水西门大街61号，咨询电话：025-86590971。""
execut:city=无锡 THEN answer="" 无锡市辅助器具配置（更换）费用申领办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。无锡市地址：无锡市广瑞路2号，咨询电话：0510-82411339。""
execut:city=徐州 THEN answer="" 徐州市辅助器具配置（更换）费用申领办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。徐州市地址：徐州市食品城人力资源服务中心，咨询电话：0516-83870585。""
execut:city=常州 THEN answer="" 常州市辅助器具配置（更换）费用申领办理方式1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。常州市地址：常州市局前街176号A座，咨询电话：0519-86622690。""
execut:city=苏州 THEN answer="" 苏州市辅助器具配置（更换）费用申领办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。苏州市地址：苏州市十梓街548号，咨询电话：0512-69820453。""
execut:city=南通 THEN answer="" 南通市辅助器具配置（更换）费用申领办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。南通市地址：南通市工农南路150号政务中心，咨询电话：0513-59000196。""
execut:city=连云港 THEN answer="" 连云港市辅助器具配置（更换）费用申领办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。连云港市地址：连云港市海州区朝阳东路22号，咨询电话：0518-85682521。""
execut:city=淮安 THEN answer="" 淮安市辅助器具配置（更换）费用申领办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。淮安市地址：淮安市翔宇中道150号，咨询电话：0517-83319007。""
execut:city=盐城 THEN answer="" 盐城市辅助器具配置（更换）费用申领办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。盐城市地址：盐城市世纪大道19号，咨询电话：0515-88315426。""
execut:city=扬州 THEN answer="" 扬州市辅助器具配置（更换）费用申领办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。扬州市地址：扬州市文昌东路9号市民中心1号楼，咨询电话：0514-80978610。""
execut:city=镇江 THEN answer="" 镇江市辅助器具配置（更换）费用申领办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。镇江市地址：镇江市运河路100号，咨询电话：0511-85340789。""
execut:city=泰州 THEN answer="" 泰州市辅助器具配置（更换）费用申领办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。泰州市地址：泰州市南园新村33号，咨询电话：0523-86606515。""
execut:city=宿迁 THEN answer=""宿迁市辅助器具配置（更换）费用申领办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。宿迁市地址：宿迁市洪泽湖路891号便民方舟1号楼，咨询电话：0527-84359039。""
execut:!city THEN answer=""请问您想询问的是哪个地市的办理方式？"""
辅助器具配置（更换）费用申领,辅助器具配置（更换）费用申领,辅助器具费用,请问您要咨询的是辅助器具配置（更换）费用申领条件、办理对象、申领材料、办理时间、办理方式、发放时限、还是发放方式？
辅助器具配置（更换）费用申领,辅助器具配置（更换）费用申领,配置辅助器具费用的申领,请问您要咨询的是辅助器具配置（更换）费用申领条件、办理对象、申领材料、办理时间、办理方式、发放时限、还是发放方式？
辅助器具配置（更换）费用申领,辅助器具配置（更换）费用申领,辅助器具更换,请问您要咨询的是辅助器具配置（更换）费用申领条件、办理对象、申领材料、办理时间、办理方式、发放时限、还是发放方式？
辅助器具配置（更换）费用申领,辅助器具配置（更换）费用申领,辅助器具更换费用申请,请问您要咨询的是辅助器具配置（更换）费用申领条件、办理对象、申领材料、办理时间、办理方式、发放时限、还是发放方式？
辅助器具配置（更换）费用申领,辅助器具配置（更换）费用申领,辅助器具配置,请问您要咨询的是辅助器具配置（更换）费用申领条件、办理对象、申领材料、办理时间、办理方式、发放时限、还是发放方式？
退休人员家庭住址相关信息修改,退休人员家庭住址相关信息修改,企业退休人员住址等信息变更修改,请问您要咨询的是退休人员家庭住址相关信息修改的办理条件、办理流程、所需材料还是退休人员家庭住址相关信息修改，机构地址及咨询电话？
退休人员家庭住址相关信息修改,退休人员家庭住址相关信息修改,退休人员家庭住址变动如何修改,请问您要咨询的是退休人员家庭住址相关信息修改的办理条件、办理流程、所需材料还是退休人员家庭住址相关信息修改，机构地址及咨询电话？
退休人员家庭住址相关信息修改,退休人员家庭住址相关信息修改,企业退休人员住址变动如何修改,请问您要咨询的是退休人员家庭住址相关信息修改的办理条件、办理流程、所需材料还是退休人员家庭住址相关信息修改，机构地址及咨询电话？
退休人员家庭住址相关信息修改,退休人员家庭住址相关信息修改,退休人员家庭住址信息修改,请问您要咨询的是退休人员家庭住址相关信息修改的办理条件、办理流程、所需材料还是退休人员家庭住址相关信息修改，机构地址及咨询电话？
退休人员家庭住址相关信息修改,[t_地市名称]退休人员家庭住址相关信息修改，机构地址及咨询电话,[t_地市名称]企业退休人员家庭住址变动修改问题咨询哪个电话,"[answer]
execut:city=省级 THEN answer="" 很抱歉，您咨询的地区没有相关规定，您可以拨打当地12333详细咨询。""
execut:city=南京 THEN answer="" 南京市退休人员家庭住址相关信息修改，机构地址及咨询电话：南京市地址： 南京市水西门大街61号，咨询电话：025-86590865。""
execut:city=无锡 THEN answer="" 无锡市退休人员家庭住址相关信息修改，机构地址及咨询电话：无锡市地址：无锡市羊腰湾长绛路52—1，12楼，咨询电话：0510—85035221。""
execut:city=徐州 THEN answer="" 徐州市退休人员家庭住址相关信息修改，机构地址及咨询电话：徐州市地址：徐州市云龙区食品城人力资源服务中心，咨询电话：0516-85805717。""
execut:city=常州 THEN answer="" 常州市退休人员家庭住址相关信息修改，机构地址及咨询电话：常州市地址：常州市天宁区锦绣路2号，咨询电话： 0519-86811091。""
execut:city=苏州 THEN answer=""苏州市退休人员家庭住址相关信息修改，机构地址及咨询电话：苏州市地址： 苏州市姑苏区平泷路251号，咨询电话： 0512-69820442。""
execut:city=南通 THEN answer="" 南通市退休人员家庭住址相关信息修改，机构地址及咨询电话：南通市地址：南通市崇川区崇文路2号南通市图书馆10楼，咨询电话：0513-59003191。""
execut:city=连云港 THEN answer=""连云港市退休人员家庭住址相关信息修改，机构地址及咨询电话：连云港地址：连云港市花果山大道19-6号，咨询电话：0518-85685936。""
execut:city=淮安 THEN answer="" 淮安市退休人员家庭住址相关信息修改，机构地址及咨询电话：淮安市东大街东大商汇一号，咨询电话：0517—83319021、83319020。""
execut:city=盐城 THEN answer="" 盐城市退休人员家庭住址相关信息修改，机构地址及咨询电话：盐城市地址：盐城市世纪大道19号城投商务楼二楼，咨询电话：0515-80500051。""
execut:city=扬州 THEN answer="" 扬州市退休人员家庭住址相关信息修改，机构地址及咨询电话：扬州市地址： 扬州市瘦西湖路53号，咨询电话：0514-87343217。""
execut:city=镇江 THEN answer="" 镇江市退休人员家庭住址相关信息修改，机构地址及咨询电话：镇江市地址：镇江市运河路100号，咨询电话：0511-85340566。""
execut:city=泰州 THEN answer="" 泰州市退休人员家庭住址相关信息修改，机构地址及咨询电话：泰州市地址：泰州市洪泽湖路66号，咨询电话：0523-86606087。""
execut:city=宿迁 THEN answer=""宿迁市退休人员家庭住址相关信息修改，机构地址及咨询电话：宿迁市宿城区洪泽湖路891号，咨询电话：0527-84359587。""
execut:!city THEN answer=""请问您想询问的是哪个地市的地址及咨询电话？"""
退休人员家庭住址相关信息修改,[t_地市名称]退休人员家庭住址相关信息修改，机构地址及咨询电话,[t_地市名称]退休人员家庭住址等信息修改的地址在哪里,"[answer]
execut:city=省级 THEN answer="" 很抱歉，您咨询的地区没有相关规定，您可以拨打当地12333详细咨询。""
execut:city=南京 THEN answer="" 南京市退休人员家庭住址相关信息修改，机构地址及咨询电话：南京市地址： 南京市水西门大街61号，咨询电话：025-86590865。""
execut:city=无锡 THEN answer="" 无锡市退休人员家庭住址相关信息修改，机构地址及咨询电话：无锡市地址：无锡市羊腰湾长绛路52—1，12楼，咨询电话：0510—85035221。""
execut:city=徐州 THEN answer="" 徐州市退休人员家庭住址相关信息修改，机构地址及咨询电话：徐州市地址：徐州市云龙区食品城人力资源服务中心，咨询电话：0516-85805717。""
execut:city=常州 THEN answer="" 常州市退休人员家庭住址相关信息修改，机构地址及咨询电话：常州市地址：常州市天宁区锦绣路2号，咨询电话： 0519-86811091。""
execut:city=苏州 THEN answer=""苏州市退休人员家庭住址相关信息修改，机构地址及咨询电话：苏州市地址： 苏州市姑苏区平泷路251号，咨询电话： 0512-69820442。""
execut:city=南通 THEN answer="" 南通市退休人员家庭住址相关信息修改，机构地址及咨询电话：南通市地址：南通市崇川区崇文路2号南通市图书馆10楼，咨询电话：0513-59003191。""
execut:city=连云港 THEN answer=""连云港市退休人员家庭住址相关信息修改，机构地址及咨询电话：连云港地址：连云港市花果山大道19-6号，咨询电话：0518-85685936。""
execut:city=淮安 THEN answer="" 淮安市退休人员家庭住址相关信息修改，机构地址及咨询电话：淮安市东大街东大商汇一号，咨询电话：0517—83319021、83319020。""
execut:city=盐城 THEN answer="" 盐城市退休人员家庭住址相关信息修改，机构地址及咨询电话：盐城市地址：盐城市世纪大道19号城投商务楼二楼，咨询电话：0515-80500051。""
execut:city=扬州 THEN answer="" 扬州市退休人员家庭住址相关信息修改，机构地址及咨询电话：扬州市地址： 扬州市瘦西湖路53号，咨询电话：0514-87343217。""
execut:city=镇江 THEN answer="" 镇江市退休人员家庭住址相关信息修改，机构地址及咨询电话：镇江市地址：镇江市运河路100号，咨询电话：0511-85340566。""
execut:city=泰州 THEN answer="" 泰州市退休人员家庭住址相关信息修改，机构地址及咨询电话：泰州市地址：泰州市洪泽湖路66号，咨询电话：0523-86606087。""
execut:city=宿迁 THEN answer=""宿迁市退休人员家庭住址相关信息修改，机构地址及咨询电话：宿迁市宿城区洪泽湖路891号，咨询电话：0527-84359587。""
execut:!city THEN answer=""请问您想询问的是哪个地市的地址及咨询电话？"""
退休人员家庭住址相关信息修改,[t_地市名称]退休人员家庭住址相关信息修改，机构地址及咨询电话,[t_地市名称]退休人员住址变更需要修改可以咨询什么电话,"[answer]
execut:city=省级 THEN answer="" 很抱歉，您咨询的地区没有相关规定，您可以拨打当地12333详细咨询。""
execut:city=南京 THEN answer="" 南京市退休人员家庭住址相关信息修改，机构地址及咨询电话：南京市地址： 南京市水西门大街61号，咨询电话：025-86590865。""
execut:city=无锡 THEN answer="" 无锡市退休人员家庭住址相关信息修改，机构地址及咨询电话：无锡市地址：无锡市羊腰湾长绛路52—1，12楼，咨询电话：0510—85035221。""
execut:city=徐州 THEN answer="" 徐州市退休人员家庭住址相关信息修改，机构地址及咨询电话：徐州市地址：徐州市云龙区食品城人力资源服务中心，咨询电话：0516-85805717。""
execut:city=常州 THEN answer="" 常州市退休人员家庭住址相关信息修改，机构地址及咨询电话：常州市地址：常州市天宁区锦绣路2号，咨询电话： 0519-86811091。""
execut:city=苏州 THEN answer=""苏州市退休人员家庭住址相关信息修改，机构地址及咨询电话：苏州市地址： 苏州市姑苏区平泷路251号，咨询电话： 0512-69820442。""
execut:city=南通 THEN answer="" 南通市退休人员家庭住址相关信息修改，机构地址及咨询电话：南通市地址：南通市崇川区崇文路2号南通市图书馆10楼，咨询电话：0513-59003191。""
execut:city=连云港 THEN answer=""连云港市退休人员家庭住址相关信息修改，机构地址及咨询电话：连云港地址：连云港市花果山大道19-6号，咨询电话：0518-85685936。""
execut:city=淮安 THEN answer="" 淮安市退休人员家庭住址相关信息修改，机构地址及咨询电话：淮安市东大街东大商汇一号，咨询电话：0517—83319021、83319020。""
execut:city=盐城 THEN answer="" 盐城市退休人员家庭住址相关信息修改，机构地址及咨询电话：盐城市地址：盐城市世纪大道19号城投商务楼二楼，咨询电话：0515-80500051。""
execut:city=扬州 THEN answer="" 扬州市退休人员家庭住址相关信息修改，机构地址及咨询电话：扬州市地址： 扬州市瘦西湖路53号，咨询电话：0514-87343217。""
execut:city=镇江 THEN answer="" 镇江市退休人员家庭住址相关信息修改，机构地址及咨询电话：镇江市地址：镇江市运河路100号，咨询电话：0511-85340566。""
execut:city=泰州 THEN answer="" 泰州市退休人员家庭住址相关信息修改，机构地址及咨询电话：泰州市地址：泰州市洪泽湖路66号，咨询电话：0523-86606087。""
execut:city=宿迁 THEN answer=""宿迁市退休人员家庭住址相关信息修改，机构地址及咨询电话：宿迁市宿城区洪泽湖路891号，咨询电话：0527-84359587。""
execut:!city THEN answer=""请问您想询问的是哪个地市的地址及咨询电话？"""
退休人员家庭住址相关信息修改,[t_地市名称]退休人员家庭住址相关信息修改，机构地址及咨询电话,[t_地市名称]企业退休人员住址信息变更修改的地址在哪里,"[answer]
execut:city=省级 THEN answer="" 很抱歉，您咨询的地区没有相关规定，您可以拨打当地12333详细咨询。""
execut:city=南京 THEN answer="" 南京市退休人员家庭住址相关信息修改，机构地址及咨询电话：南京市地址： 南京市水西门大街61号，咨询电话：025-86590865。""
execut:city=无锡 THEN answer="" 无锡市退休人员家庭住址相关信息修改，机构地址及咨询电话：无锡市地址：无锡市羊腰湾长绛路52—1，12楼，咨询电话：0510—85035221。""
execut:city=徐州 THEN answer="" 徐州市退休人员家庭住址相关信息修改，机构地址及咨询电话：徐州市地址：徐州市云龙区食品城人力资源服务中心，咨询电话：0516-85805717。""
execut:city=常州 THEN answer="" 常州市退休人员家庭住址相关信息修改，机构地址及咨询电话：常州市地址：常州市天宁区锦绣路2号，咨询电话： 0519-86811091。""
execut:city=苏州 THEN answer=""苏州市退休人员家庭住址相关信息修改，机构地址及咨询电话：苏州市地址： 苏州市姑苏区平泷路251号，咨询电话： 0512-69820442。""
execut:city=南通 THEN answer="" 南通市退休人员家庭住址相关信息修改，机构地址及咨询电话：南通市地址：南通市崇川区崇文路2号南通市图书馆10楼，咨询电话：0513-59003191。""
execut:city=连云港 THEN answer=""连云港市退休人员家庭住址相关信息修改，机构地址及咨询电话：连云港地址：连云港市花果山大道19-6号，咨询电话：0518-85685936。""
execut:city=淮安 THEN answer="" 淮安市退休人员家庭住址相关信息修改，机构地址及咨询电话：淮安市东大街东大商汇一号，咨询电话：0517—83319021、83319020。""
execut:city=盐城 THEN answer="" 盐城市退休人员家庭住址相关信息修改，机构地址及咨询电话：盐城市地址：盐城市世纪大道19号城投商务楼二楼，咨询电话：0515-80500051。""
execut:city=扬州 THEN answer="" 扬州市退休人员家庭住址相关信息修改，机构地址及咨询电话：扬州市地址： 扬州市瘦西湖路53号，咨询电话：0514-87343217。""
execut:city=镇江 THEN answer="" 镇江市退休人员家庭住址相关信息修改，机构地址及咨询电话：镇江市地址：镇江市运河路100号，咨询电话：0511-85340566。""
execut:city=泰州 THEN answer="" 泰州市退休人员家庭住址相关信息修改，机构地址及咨询电话：泰州市地址：泰州市洪泽湖路66号，咨询电话：0523-86606087。""
execut:city=宿迁 THEN answer=""宿迁市退休人员家庭住址相关信息修改，机构地址及咨询电话：宿迁市宿城区洪泽湖路891号，咨询电话：0527-84359587。""
execut:!city THEN answer=""请问您想询问的是哪个地市的地址及咨询电话？"""
退休人员家庭住址相关信息修改,[t_地市名称]退休人员家庭住址相关信息修改，机构地址及咨询电话,[t_地市名称]退休人员住址信息修改的咨询电话是多少,"[answer]
execut:city=省级 THEN answer="" 很抱歉，您咨询的地区没有相关规定，您可以拨打当地12333详细咨询。""
execut:city=南京 THEN answer="" 南京市退休人员家庭住址相关信息修改，机构地址及咨询电话：南京市地址： 南京市水西门大街61号，咨询电话：025-86590865。""
execut:city=无锡 THEN answer="" 无锡市退休人员家庭住址相关信息修改，机构地址及咨询电话：无锡市地址：无锡市羊腰湾长绛路52—1，12楼，咨询电话：0510—85035221。""
execut:city=徐州 THEN answer="" 徐州市退休人员家庭住址相关信息修改，机构地址及咨询电话：徐州市地址：徐州市云龙区食品城人力资源服务中心，咨询电话：0516-85805717。""
execut:city=常州 THEN answer="" 常州市退休人员家庭住址相关信息修改，机构地址及咨询电话：常州市地址：常州市天宁区锦绣路2号，咨询电话： 0519-86811091。""
execut:city=苏州 THEN answer=""苏州市退休人员家庭住址相关信息修改，机构地址及咨询电话：苏州市地址： 苏州市姑苏区平泷路251号，咨询电话： 0512-69820442。""
execut:city=南通 THEN answer="" 南通市退休人员家庭住址相关信息修改，机构地址及咨询电话：南通市地址：南通市崇川区崇文路2号南通市图书馆10楼，咨询电话：0513-59003191。""
execut:city=连云港 THEN answer=""连云港市退休人员家庭住址相关信息修改，机构地址及咨询电话：连云港地址：连云港市花果山大道19-6号，咨询电话：0518-85685936。""
execut:city=淮安 THEN answer="" 淮安市退休人员家庭住址相关信息修改，机构地址及咨询电话：淮安市东大街东大商汇一号，咨询电话：0517—83319021、83319020。""
execut:city=盐城 THEN answer="" 盐城市退休人员家庭住址相关信息修改，机构地址及咨询电话：盐城市地址：盐城市世纪大道19号城投商务楼二楼，咨询电话：0515-80500051。""
execut:city=扬州 THEN answer="" 扬州市退休人员家庭住址相关信息修改，机构地址及咨询电话：扬州市地址： 扬州市瘦西湖路53号，咨询电话：0514-87343217。""
execut:city=镇江 THEN answer="" 镇江市退休人员家庭住址相关信息修改，机构地址及咨询电话：镇江市地址：镇江市运河路100号，咨询电话：0511-85340566。""
execut:city=泰州 THEN answer="" 泰州市退休人员家庭住址相关信息修改，机构地址及咨询电话：泰州市地址：泰州市洪泽湖路66号，咨询电话：0523-86606087。""
execut:city=宿迁 THEN answer=""宿迁市退休人员家庭住址相关信息修改，机构地址及咨询电话：宿迁市宿城区洪泽湖路891号，咨询电话：0527-84359587。""
execut:!city THEN answer=""请问您想询问的是哪个地市的地址及咨询电话？"""
退休人员社区间转移,退休人员社区间转移,企业退休人员社区间转移办理,请问您要咨询的是退休人员社区间转移的办理条件、办理流程、所需材料还是退休人员社区间转移机构、地址及咨询电话？
退休人员社区间转移,退休人员社区间转移,退休人员办理社区间转移,请问您要咨询的是退休人员社区间转移的办理条件、办理流程、所需材料还是退休人员社区间转移机构、地址及咨询电话？
退休人员社区间转移,退休人员社区间转移,退休社区间转移,请问您要咨询的是退休人员社区间转移的办理条件、办理流程、所需材料还是退休人员社区间转移机构、地址及咨询电话？
退休人员社区间转移,退休人员社区间转移,退休人员怎么办理社区间转移,请问您要咨询的是退休人员社区间转移的办理条件、办理流程、所需材料还是退休人员社区间转移机构、地址及咨询电话？
退休人员社区间转移,[t_地市名称]退休人员社区间转移机构、地址及咨询电话,[t_地市名称]退休人员社区间转移到哪里去办,"[answer]
execut:city=省级 THEN answer=""很抱歉，您咨询的地区没有相关规定，您可以拨打当地12333详细咨询。""
execut:city=南京 THEN answer=""南京市退休人员社区间转移机构、地址及咨询电话：南京市地址： 南京市水西门大街61号，咨询电话：025-86590865。""
execut:city=无锡 THEN answer=""无锡市退休人员社区间转移机构、地址及咨询电话：无锡市地址：无锡市羊腰湾长绛路52—1，12楼，咨询电话：0510—85035221。""
execut:city=徐州 THEN answer=""徐州市退休人员社区间转移机构、地址及咨询电话：徐州市地址：徐州市云龙区食品城人力资源服务中心，咨询电话：0516-85805717。""
execut:city=常州 THEN answer=""常州市退休人员社区间转移机构、地址及咨询电话：常州市地址：常州市天宁区锦绣路2号，咨询电话： 0519-86811091。""
execut:city=苏州 THEN answer=""苏州市退休人员社区间转移机构、地址及咨询电话：苏州市地址： 苏州市姑苏区平泷路251号，咨询电话： 0512-69820442。""
execut:city=南通 THEN answer=""南通市退休人员社区间转移机构、地址及咨询电话：南通市地址：南通市崇川区崇文路2号南通市图书馆10楼，咨询电话：0513-59003191。""
execut:city=连云港 THEN answer=""连云港市退休人员社区间转移机构、地址及咨询电话：连云港地址：连云港市花果山大道19-6号，咨询电话：0518-85685936。""
execut:city=淮安 THEN answer=""淮安市退休人员社区间转移机构、地址及咨询电话：淮安市地址：淮安市东大街东大商汇一号，咨询电话：0517—83319021、83319020。""
execut:city=盐城 THEN answer=""盐城市退休人员社区间转移机构、地址及咨询电话：盐城市地址：盐城市世纪大道19号城投商务楼二楼，咨询电话：0515-80500051。""
execut:city=扬州 THEN answer=""扬州市退休人员社区间转移机构、地址及咨询电话：扬州市地址： 扬州市瘦西湖路53号，咨询电话：0514-87343217。""
execut:city=镇江 THEN answer=""镇江市退休人员社区间转移机构、地址及咨询电话：镇江市地址：镇江市运河路100号，咨询电话：0511-85340566。""
execut:city=泰州 THEN answer=""泰州市退休人员社区间转移机构、地址及咨询电话：泰州市地址：泰州市洪泽湖路66号，咨询电话：0523-86606087。""
execut:city=宿迁 THEN answer=""宿迁市退休人员社区间转移机构、地址及咨询电话：宿迁市地址：宿迁市宿城区洪泽湖路891号，咨询电话：0527-84359587。""
execut:!city THEN answer=""请问您想询问的是哪个地市的地址及咨询电话？"""
退休人员社区间转移,[t_地市名称]退休人员社区间转移机构、地址及咨询电话,[t_地市名称]退休人员社区间转移的咨询电话,"[answer]
execut:city=省级 THEN answer=""很抱歉，您咨询的地区没有相关规定，您可以拨打当地12333详细咨询。""
execut:city=南京 THEN answer=""南京市退休人员社区间转移机构、地址及咨询电话：南京市地址： 南京市水西门大街61号，咨询电话：025-86590865。""
execut:city=无锡 THEN answer=""无锡市退休人员社区间转移机构、地址及咨询电话：无锡市地址：无锡市羊腰湾长绛路52—1，12楼，咨询电话：0510—85035221。""
execut:city=徐州 THEN answer=""徐州市退休人员社区间转移机构、地址及咨询电话：徐州市地址：徐州市云龙区食品城人力资源服务中心，咨询电话：0516-85805717。""
execut:city=常州 THEN answer=""常州市退休人员社区间转移机构、地址及咨询电话：常州市地址：常州市天宁区锦绣路2号，咨询电话： 0519-86811091。""
execut:city=苏州 THEN answer=""苏州市退休人员社区间转移机构、地址及咨询电话：苏州市地址： 苏州市姑苏区平泷路251号，咨询电话： 0512-69820442。""
execut:city=南通 THEN answer=""南通市退休人员社区间转移机构、地址及咨询电话：南通市地址：南通市崇川区崇文路2号南通市图书馆10楼，咨询电话：0513-59003191。""
execut:city=连云港 THEN answer=""连云港市退休人员社区间转移机构、地址及咨询电话：连云港地址：连云港市花果山大道19-6号，咨询电话：0518-85685936。""
execut:city=淮安 THEN answer=""淮安市退休人员社区间转移机构、地址及咨询电话：淮安市地址：淮安市东大街东大商汇一号，咨询电话：0517—83319021、83319020。""
execut:city=盐城 THEN answer=""盐城市退休人员社区间转移机构、地址及咨询电话：盐城市地址：盐城市世纪大道19号城投商务楼二楼，咨询电话：0515-80500051。""
execut:city=扬州 THEN answer=""扬州市退休人员社区间转移机构、地址及咨询电话：扬州市地址： 扬州市瘦西湖路53号，咨询电话：0514-87343217。""
execut:city=镇江 THEN answer=""镇江市退休人员社区间转移机构、地址及咨询电话：镇江市地址：镇江市运河路100号，咨询电话：0511-85340566。""
execut:city=泰州 THEN answer=""泰州市退休人员社区间转移机构、地址及咨询电话：泰州市地址：泰州市洪泽湖路66号，咨询电话：0523-86606087。""
execut:city=宿迁 THEN answer=""宿迁市退休人员社区间转移机构、地址及咨询电话：宿迁市地址：宿迁市宿城区洪泽湖路891号，咨询电话：0527-84359587。""
execut:!city THEN answer=""请问您想询问的是哪个地市的地址及咨询电话？"""
退休人员社区间转移,[t_地市名称]退休人员社区间转移机构、地址及咨询电话,[t_地市名称]退休人员社区间转移的地址在哪里,"[answer]
execut:city=省级 THEN answer=""很抱歉，您咨询的地区没有相关规定，您可以拨打当地12333详细咨询。""
execut:city=南京 THEN answer=""南京市退休人员社区间转移机构、地址及咨询电话：南京市地址： 南京市水西门大街61号，咨询电话：025-86590865。""
execut:city=无锡 THEN answer=""无锡市退休人员社区间转移机构、地址及咨询电话：无锡市地址：无锡市羊腰湾长绛路52—1，12楼，咨询电话：0510—85035221。""
execut:city=徐州 THEN answer=""徐州市退休人员社区间转移机构、地址及咨询电话：徐州市地址：徐州市云龙区食品城人力资源服务中心，咨询电话：0516-85805717。""
execut:city=常州 THEN answer=""常州市退休人员社区间转移机构、地址及咨询电话：常州市地址：常州市天宁区锦绣路2号，咨询电话： 0519-86811091。""
execut:city=苏州 THEN answer=""苏州市退休人员社区间转移机构、地址及咨询电话：苏州市地址： 苏州市姑苏区平泷路251号，咨询电话： 0512-69820442。""
execut:city=南通 THEN answer=""南通市退休人员社区间转移机构、地址及咨询电话：南通市地址：南通市崇川区崇文路2号南通市图书馆10楼，咨询电话：0513-59003191。""
execut:city=连云港 THEN answer=""连云港市退休人员社区间转移机构、地址及咨询电话：连云港地址：连云港市花果山大道19-6号，咨询电话：0518-85685936。""
execut:city=淮安 THEN answer=""淮安市退休人员社区间转移机构、地址及咨询电话：淮安市地址：淮安市东大街东大商汇一号，咨询电话：0517—83319021、83319020。""
execut:city=盐城 THEN answer=""盐城市退休人员社区间转移机构、地址及咨询电话：盐城市地址：盐城市世纪大道19号城投商务楼二楼，咨询电话：0515-80500051。""
execut:city=扬州 THEN answer=""扬州市退休人员社区间转移机构、地址及咨询电话：扬州市地址： 扬州市瘦西湖路53号，咨询电话：0514-87343217。""
execut:city=镇江 THEN answer=""镇江市退休人员社区间转移机构、地址及咨询电话：镇江市地址：镇江市运河路100号，咨询电话：0511-85340566。""
execut:city=泰州 THEN answer=""泰州市退休人员社区间转移机构、地址及咨询电话：泰州市地址：泰州市洪泽湖路66号，咨询电话：0523-86606087。""
execut:city=宿迁 THEN answer=""宿迁市退休人员社区间转移机构、地址及咨询电话：宿迁市地址：宿迁市宿城区洪泽湖路891号，咨询电话：0527-84359587。""
execut:!city THEN answer=""请问您想询问的是哪个地市的地址及咨询电话？"""
